Animal ID,Name_Intake,DateTime_Intake,MonthYear_Intake,Found Location,Intake Type,Intake Condition,Animal Type_Intake,Sex upon Intake,Age upon Intake,Breed_Intake,Color_Intake,Name_Outcome,DateTime_Outcome,MonthYear_Outcome,Date of Birth,Animal Type_Outcome,Sex upon Outcome,Age upon Outcome,Breed_Outcome,Color_Outcome,binary_outcome
A724169,Princess,12/09/2019 02:18:00 PM,12/09/2019 02:18:00 PM,8033 Gessner Drive in Austin (TX),Public Assist,Normal,Dog,Intact Female,5 years,Pit Bull Mix,Black/White,Princess,05/30/2017 01:08:00 PM,05/30/2017 01:08:00 PM,04/13/2014,Dog,Intact Female,3 years,Pit Bull Mix,Black/White,0.0
A753682,Gravy,07/09/2017 04:19:00 PM,07/09/2017 04:19:00 PM,Alexandria Dr And Croftwood Dr in Austin (TX),Stray,Normal,Dog,Neutered Male,4 years,German Shepherd Mix,White/Brown,Gravy,07/10/2017 04:14:00 PM,07/10/2017 04:14:00 PM,07/09/2013,Dog,Neutered Male,4 years,German Shepherd Mix,White/Brown,0.0
A792254,,04/08/2019 01:25:00 PM,04/08/2019 01:25:00 PM,2101 West Anderson Lane in Austin (TX),Stray,Normal,Dog,Intact Female,4 days,Yorkshire Terrier Mix,White/Chocolate,,04/11/2019 01:00:00 PM,04/11/2019 01:00:00 PM,04/04/2019,Dog,Intact Female,1 week,Yorkshire Terrier Mix,White/Chocolate,0.0
A757644,138,09/04/2017 03:57:00 PM,09/04/2017 03:57:00 PM,Outside Jurisdiction,Public Assist,Normal,Dog,Intact Female,7 months,Labrador Retriever Mix,Black,138,10/04/2017 05:47:00 PM,10/04/2017 05:47:00 PM,01/04/2017,Dog,Intact Female,8 months,Labrador Retriever Mix,Black,0.0
A776637,Macgyver,07/17/2018 07:53:00 AM,07/17/2018 07:53:00 AM,1707 Burton Dr in Austin (TX),Stray,Normal,Dog,Intact Male,4 months,Labrador Retriever Mix,Tan/Brown,Macgyver,07/23/2018 05:21:00 PM,07/23/2018 05:21:00 PM,03/02/2018,Dog,Neutered Male,4 months,Labrador Retriever Mix,Tan/Brown,0.0
A773431,*Goldberg,05/31/2018 08:22:00 PM,05/31/2018 08:22:00 PM,6106 Conti Court in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Golden Retriever Mix,Brown/White,*Goldberg,06/06/2018 09:55:00 PM,06/06/2018 09:55:00 PM,05/31/2016,Dog,Neutered Male,2 years,Golden Retriever Mix,Brown/White,0.0
A672724,*Gibbs,02/15/2014 04:32:00 PM,02/15/2014 04:32:00 PM,5214 Duval Rd in Austin (TX),Stray,Normal,Dog,Intact Male,3 years,Great Pyrenees,Tricolor/White,*Gibbs,02/20/2014 05:26:00 PM,02/20/2014 05:26:00 PM,02/15/2011,Dog,Neutered Male,3 years,Great Pyrenees,Tricolor/White,0.0
A679569,,05/23/2014 10:00:00 AM,05/23/2014 10:00:00 AM,6941 Felipe Dr in Austin (TX),Stray,Sick,Dog,Intact Male,2 months,Labrador Retriever Mix,Black/White,,05/29/2014 11:32:00 AM,05/29/2014 11:32:00 AM,03/20/2014,Dog,Neutered Male,2 months,Labrador Retriever Mix,Black/White,0.0
A681589,,06/17/2014 11:23:00 PM,06/17/2014 11:23:00 PM,12118 Walnut Park Xing in Austin (TX),Public Assist,Normal,Cat,Intact Female,1 year,Domestic Medium Hair Mix,Blue Tabby/White,,06/21/2014 09:00:00 AM,06/21/2014 09:00:00 AM,06/18/2012,Cat,Intact Female,2 years,Domestic Medium Hair Mix,Blue Tabby/White,0.0
A646245,Momo,02/15/2017 05:49:00 PM,02/15/2017 05:49:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,4 years,Domestic Shorthair Mix,Black,Momo,03/10/2017 12:18:00 PM,03/10/2017 12:18:00 PM,10/19/2012,Cat,Neutered Male,4 years,Domestic Shorthair Mix,Black,0.0
A686594,,08/24/2014 08:31:00 AM,08/24/2014 08:31:00 AM,Vargas St. in Austin (TX),Stray,Normal,Dog,Intact Male,4 months,Catahoula/Labrador Retriever,Black/White,,08/31/2014 11:39:00 AM,08/31/2014 11:39:00 AM,04/24/2014,Dog,Intact Male,4 months,Catahoula/Labrador Retriever,Black/White,0.0
A695532,Charlie,01/17/2015 02:42:00 PM,01/17/2015 02:42:00 PM,8100 Westgate Blvd in Austin (TX),Stray,Normal,Dog,Neutered Male,2 years,Treeing Walker Coonhound Mix,White/Brown,Charlie,01/17/2015 05:22:00 PM,01/17/2015 05:22:00 PM,01/17/2013,Dog,Neutered Male,2 years,Treeing Walker Coonhound Mix,White/Brown,0.0
A776533,,08/05/2019 11:47:00 AM,08/05/2019 11:47:00 AM,124 West Anderson Lane in Austin (TX),Stray,Normal,Dog,Neutered Male,3 years,Rat Terrier/Chihuahua Shorthair,Tan/White,,08/09/2019 03:45:00 PM,08/09/2019 03:45:00 PM,07/15/2016,Dog,Neutered Male,3 years,Rat Terrier/Chihuahua Shorthair,Tan/White,0.0
A710824,*Enid,08/28/2015 12:50:00 PM,08/28/2015 12:50:00 PM,4106 N Lamar Blvd in Austin (TX),Stray,Injured,Dog,Intact Female,1 year,Chihuahua Shorthair/Pekingese,Tan,*Enid,09/27/2015 12:35:00 PM,09/27/2015 12:35:00 PM,08/28/2014,Dog,Spayed Female,1 year,Chihuahua Shorthair/Pekingese,Tan,0.0
A784873,,11/21/2018 11:57:00 AM,11/21/2018 11:57:00 AM,6600 Elm Creek in Austin (TX),Stray,Sick,Cat,Intact Female,1 month,Domestic Shorthair Mix,Tortie/White,,11/25/2018 02:17:00 PM,11/25/2018 02:17:00 PM,10/10/2018,Cat,Intact Female,1 month,Domestic Shorthair Mix,Tortie/White,0.0
A741009,Bear,12/26/2016 05:21:00 PM,12/26/2016 05:21:00 PM,Westlake Dr & Redbud Trail in West Lake Hills (TX),Stray,Normal,Dog,Intact Male,1 year,Great Dane Mix,Black/White,Bear,12/27/2016 11:11:00 AM,12/27/2016 11:11:00 AM,12/26/2015,Dog,Intact Male,1 year,Great Dane Mix,Black/White,0.0
A803934,*Dorothy,09/23/2019 06:38:00 PM,09/23/2019 06:38:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,5 years,Boxer,Tan/White,*Dorothy,10/08/2019 03:50:00 PM,10/08/2019 03:50:00 PM,09/08/2014,Dog,Spayed Female,5 years,Boxer,Tan/White,0.0
A679229,,05/17/2014 04:09:00 PM,05/17/2014 04:09:00 PM,2341 Corta St in Austin (TX),Stray,Sick,Dog,Intact Female,3 months,Chihuahua Shorthair Mix,White/Black,,05/17/2014 06:39:00 PM,05/17/2014 06:39:00 PM,02/02/2014,Dog,Intact Female,3 months,Chihuahua Shorthair Mix,White/Black,0.0
A778724,Bolt,08/19/2018 01:01:00 PM,08/19/2018 01:01:00 PM,507 West Applegate in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,Labrador Retriever Mix,Brown,Bolt,08/24/2018 08:53:00 PM,08/24/2018 08:53:00 PM,06/19/2018,Dog,Neutered Male,2 months,Labrador Retriever Mix,Brown,0.0
A718909,Moriah,01/09/2016 12:11:00 PM,01/09/2016 12:11:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,2 years,Domestic Medium Hair Mix,Black/White,Moriah,04/26/2016 11:40:00 AM,04/26/2016 11:40:00 AM,01/09/2014,Cat,Spayed Female,2 years,Domestic Medium Hair Mix,Black/White,0.0
A779573,Ruthie,09/03/2018 11:06:00 AM,09/03/2018 11:06:00 AM,Del Valle (TX),Owner Surrender,Normal,Dog,Spayed Female,6 years,Border Collie/Labrador Retriever,Black/Silver,Ruthie,09/24/2018 12:00:00 AM,09/24/2018 12:00:00 AM,09/24/2011,Dog,Spayed Female,7 years,Border Collie/Labrador Retriever,Black/Silver,0.0
A696995,Gunner,03/08/2015 01:07:00 PM,03/08/2015 01:07:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,12 years,Cardigan Welsh Corgi Mix,Blue Merle,Gunner,03/12/2015 12:47:00 PM,03/12/2015 12:47:00 PM,02/16/2003,Dog,Neutered Male,12 years,Cardigan Welsh Corgi Mix,Blue Merle,0.0
A449968,Bella,10/30/2015 02:49:00 PM,10/30/2015 02:49:00 PM,Pflugerville (TX),Owner Surrender,Normal,Cat,Spayed Female,10 years,Domestic Shorthair Mix,Brown Tabby,Bella,12/19/2015 12:41:00 PM,12/19/2015 12:41:00 PM,07/20/2005,Cat,Spayed Female,10 years,Domestic Shorthair Mix,Brown Tabby,0.0
A701036,,04/23/2015 10:12:00 AM,04/23/2015 10:12:00 AM,10013 N Fm 620 in Austin (TX),Stray,Feral,Cat,Intact Male,3 years,American Shorthair Mix,Black/White,,05/11/2015 11:33:00 AM,05/11/2015 11:33:00 AM,04/23/2012,Cat,Intact Male,3 years,American Shorthair Mix,Black/White,0.0
A765390,,01/19/2018 09:00:00 AM,01/19/2018 09:00:00 AM,Austin (TX),Wildlife,Injured,Other,Unknown,2 years,Raccoon Mix,Black/Gray,,01/21/2018 09:41:00 AM,01/21/2018 09:41:00 AM,01/19/2016,Other,Unknown,2 years,Raccoon Mix,Black/Gray,1.0
A696579,*Alphonse,02/07/2015 02:59:00 PM,02/07/2015 02:59:00 PM,7201 Levander Loop in Austin (TX),Stray,Normal,Dog,Intact Male,5 years,Chihuahua Shorthair Mix,Brown,*Alphonse,02/17/2015 02:02:00 PM,02/17/2015 02:02:00 PM,02/07/2010,Dog,Neutered Male,5 years,Chihuahua Shorthair Mix,Brown,0.0
A667332,,11/16/2013 12:07:00 PM,11/16/2013 12:07:00 PM,809 North Weston Lane in Austin (TX),Stray,Normal,Cat,Unknown,2 years,Domestic Shorthair Mix,Brown Tabby,,11/18/2013 03:36:00 PM,11/18/2013 03:36:00 PM,11/16/2011,Cat,Unknown,2 years,Domestic Shorthair Mix,Brown Tabby,0.0
A385442,Clyde,01/11/2014 03:15:00 PM,01/11/2014 03:15:00 PM,11116 Middle Fiskville Rd in Austin (TX),Stray,Normal,Dog,Neutered Male,10 years,Labrador Retriever Mix,Cream/Tan,Clyde,01/11/2014 04:00:00 PM,01/11/2014 04:00:00 PM,10/14/2003,Dog,Neutered Male,10 years,Labrador Retriever Mix,Cream/Tan,0.0
A738794,,11/21/2016 10:21:00 AM,11/21/2016 10:21:00 AM,North Lamar in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Miniature Poodle Mix,White,,11/26/2016 01:05:00 PM,11/26/2016 01:05:00 PM,11/21/2014,Dog,Intact Male,2 years,Miniature Poodle Mix,White,0.0
A762224,Cookie,11/16/2017 12:28:00 PM,11/16/2017 12:28:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Unknown,1 year,Catahoula Mix,Black/Tan,Cookie,11/16/2017 06:46:00 PM,11/16/2017 06:46:00 PM,11/16/2016,Dog,Unknown,1 year,Catahoula Mix,Black/Tan,0.0
A667076,*Ruby,11/12/2013 01:10:00 PM,11/12/2013 01:10:00 PM,Thaxton Rd And Nuckols Crossing in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Pit Bull Mix,Brown/White,*Ruby,04/07/2014 05:41:00 PM,04/07/2014 05:41:00 PM,11/12/2012,Dog,Spayed Female,1 year,Pit Bull Mix,Brown/White,0.0
A809939,*Pablo,12/04/2019 01:25:00 PM,12/04/2019 01:25:00 PM,6301 W Slaughter Lane in Austin (TX),Stray,Normal,Other,Intact Male,2 years,Rabbit Sh,Brown,*Pablo,01/03/2020 03:13:00 PM,01/03/2020 03:13:00 PM,12/04/2017,Other,Neutered Male,2 years,Rabbit Sh,Brown,0.0
A755159,Maniac,02/26/2018 02:50:00 PM,02/26/2018 02:50:00 PM,1009 Brass Street in Austin (TX),Stray,Normal,Dog,Neutered Male,9 months,Chihuahua Shorthair Mix,Tan,Maniac,03/05/2018 05:41:00 PM,03/05/2018 05:41:00 PM,04/29/2017,Dog,Neutered Male,10 months,Chihuahua Shorthair Mix,Tan,0.0
A776561,,07/15/2018 05:24:00 PM,07/15/2018 05:24:00 PM,3800 North Hill in Austin (TX),Wildlife,Sick,Other,Unknown,1 year,Raccoon Mix,Brown/Gray,,07/15/2018 07:19:00 PM,07/15/2018 07:19:00 PM,07/15/2017,Other,Unknown,1 year,Raccoon Mix,Brown/Gray,1.0
A757581,,09/04/2017 11:25:00 AM,09/04/2017 11:25:00 AM,4513 Blue Meadow Dr in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Medium Hair Mix,Blue/White,,10/15/2017 12:56:00 PM,10/15/2017 12:56:00 PM,07/20/2017,Cat,Intact Male,2 months,Domestic Medium Hair Mix,Blue/White,1.0
A756984,*Stedman,08/28/2017 04:34:00 PM,08/28/2017 04:34:00 PM,6803 Deborah Dr in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby,*Stedman,09/01/2017 02:36:00 PM,09/01/2017 02:36:00 PM,06/28/2017,Cat,Intact Male,2 months,Domestic Shorthair Mix,Brown Tabby,0.0
A763599,Butters,12/11/2017 04:36:00 PM,12/11/2017 04:36:00 PM,2210 Palmera Cv in Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,4 years,Domestic Shorthair Mix,Cream Tabby,Butters,04/20/2018 01:50:00 PM,04/20/2018 01:50:00 PM,12/11/2013,Cat,Neutered Male,4 years,Domestic Shorthair Mix,Cream Tabby,0.0
A798884,,07/01/2019 03:43:00 PM,07/01/2019 03:43:00 PM,4600 Nuckols Crossing in Austin (TX),Stray,Normal,Cat,Unknown,7 months,Ragdoll,Seal Point,,07/05/2019 06:34:00 PM,07/05/2019 06:34:00 PM,11/01/2018,Cat,Unknown,8 months,Ragdoll,Seal Point,0.0
A721919,,03/07/2016 11:29:00 AM,03/07/2016 11:29:00 AM,5504 Hudson St in Austin (TX),Stray,Normal,Cat,Intact Male,1 year,Domestic Shorthair Mix,White/Black,,03/12/2016 06:58:00 PM,03/12/2016 06:58:00 PM,03/07/2015,Cat,Neutered Male,1 year,Domestic Shorthair Mix,White/Black,0.0
A766408,Milly,02/08/2018 01:50:00 PM,02/08/2018 01:50:00 PM,1015 W William Cannon Drive in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Pit Bull Mix,Black/White,Milly,02/17/2018 04:16:00 PM,02/17/2018 04:16:00 PM,02/08/2017,Dog,Spayed Female,1 year,Pit Bull Mix,Black/White,0.0
A667138,Angel,11/13/2013 07:32:00 PM,11/13/2013 07:32:00 PM,4509 E. St. Elmo in Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,11 years,Domestic Medium Hair Mix,White,Angel,11/22/2013 02:18:00 PM,11/22/2013 02:18:00 PM,11/13/2002,Cat,Neutered Male,11 years,Domestic Medium Hair Mix,White,0.0
A710712,Jack,08/26/2015 04:08:00 PM,08/26/2015 04:08:00 PM,Stassney And Manchaca in Austin (TX),Stray,Normal,Dog,Neutered Male,1 year,Labrador Retriever/Golden Retriever,Yellow/White,Jack,08/28/2015 03:58:00 PM,08/28/2015 03:58:00 PM,08/26/2014,Dog,Neutered Male,1 year,Labrador Retriever/Golden Retriever,Yellow/White,0.0
A796772,,06/05/2019 10:58:00 AM,06/05/2019 10:58:00 AM,3508 Denwood in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair,Orange Tabby,,07/14/2019 02:32:00 PM,07/14/2019 02:32:00 PM,05/10/2019,Cat,Intact Male,2 months,Domestic Shorthair,Orange Tabby,0.0
A806996,,10/19/2019 12:40:00 PM,10/19/2019 12:40:00 PM,Travis (TX),Owner Surrender,Normal,Dog,Intact Female,2 months,Labrador Retriever,Tan/White,,10/20/2019 05:05:00 PM,10/20/2019 05:05:00 PM,08/05/2019,Dog,Spayed Female,2 months,Labrador Retriever,Tan/White,0.0
A728467,Terra,06/04/2016 03:44:00 PM,06/04/2016 03:44:00 PM,Ranch Rd & Sheep Hollow Trail in Travis (TX),Stray,Normal,Dog,Spayed Female,8 years,Pit Bull Mix,Fawn/White,Terra,06/29/2016 01:21:00 PM,06/29/2016 01:21:00 PM,01/06/2008,Dog,Spayed Female,8 years,Pit Bull Mix,Fawn/White,0.0
A629687,Ryder,10/22/2014 12:47:00 PM,10/22/2014 12:47:00 PM,Austin (TX),Stray,Normal,Dog,Neutered Male,2 years,Catahoula/Great Dane,Blue Merle,Ryder,10/25/2014 01:52:00 PM,10/25/2014 01:52:00 PM,04/12/2012,Dog,Neutered Male,2 years,Catahoula/Great Dane,Blue Merle,0.0
A804061,*Skittles,09/10/2019 11:45:00 AM,09/10/2019 11:45:00 AM,2315 East 10Th Street in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair,Blue Tabby,*Skittles,10/24/2019 04:41:00 PM,10/24/2019 04:41:00 PM,08/12/2019,Cat,Neutered Male,2 months,Domestic Shorthair,Blue Tabby,0.0
A788712,,02/07/2019 01:56:00 PM,02/07/2019 01:56:00 PM,12119 Mustang Mesa Drive in Travis (TX),Stray,Normal,Dog,Intact Male,1 year,Cairn Terrier Mix,Fawn/White,,02/11/2019 04:59:00 PM,02/11/2019 04:59:00 PM,02/07/2018,Dog,Neutered Male,1 year,Cairn Terrier Mix,Fawn/White,0.0
A711750,Ranger,09/11/2015 03:48:00 PM,09/11/2015 03:48:00 PM,Croftwood Dr And Eskew in Austin (TX),Stray,Normal,Dog,Neutered Male,2 years,Pembroke Welsh Corgi/Australian Shepherd,Brown Brindle/White,Ranger,09/11/2015 06:45:00 PM,09/11/2015 06:45:00 PM,09/11/2013,Dog,Neutered Male,2 years,Pembroke Welsh Corgi/Australian Shepherd,Brown Brindle/White,0.0
A726338,,05/09/2016 05:03:00 PM,05/09/2016 05:03:00 PM,13712 Old Hwy 20 in Manor (TX),Stray,Normal,Dog,Intact Male,1 month,Great Pyrenees Mix,Sable/White,,06/22/2016 06:41:00 PM,06/22/2016 06:41:00 PM,03/29/2016,Dog,Neutered Male,2 months,Great Pyrenees Mix,Sable/White,0.0
A699696,Emily,04/01/2015 11:41:00 AM,04/01/2015 11:41:00 AM,Crissom Ln & Kissman Dr in Austin (TX),Stray,Normal,Dog,Spayed Female,3 years,Lhasa Apso Mix,Black/White,Emily,04/02/2015 03:56:00 PM,04/02/2015 03:56:00 PM,04/01/2012,Dog,Spayed Female,3 years,Lhasa Apso Mix,Black/White,0.0
A681561,,06/18/2014 02:46:00 PM,06/18/2014 02:46:00 PM,124 W Anderson Ln in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby/White,,06/19/2014 01:20:00 PM,06/19/2014 01:20:00 PM,04/26/2014,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby/White,0.0
A693430,Sadie,12/08/2014 01:29:00 PM,12/08/2014 01:29:00 PM,Austin (TX),Public Assist,Normal,Dog,Spayed Female,7 years,French Bulldog,Black,Sadie,12/17/2014 12:49:00 PM,12/17/2014 12:49:00 PM,09/01/2007,Dog,Spayed Female,7 years,French Bulldog,Black,0.0
A785697,Sammi,12/10/2018 11:46:00 AM,12/10/2018 11:46:00 AM,Austin (TX),Public Assist,Normal,Dog,Spayed Female,5 years,Boxer Mix,Brown/White,Sammi,12/16/2018 09:42:00 PM,12/16/2018 09:42:00 PM,12/08/2013,Dog,Spayed Female,5 years,Boxer Mix,Brown/White,0.0
A803096,,08/27/2019 02:40:00 PM,08/27/2019 02:40:00 PM,12211 Us Highway 290 in Manor (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Medium Hair,Brown Tabby,,08/31/2019 02:54:00 PM,08/31/2019 02:54:00 PM,07/20/2019,Cat,Intact Male,1 month,Domestic Medium Hair,Brown Tabby,0.0
A788261,Fran,01/29/2019 01:16:00 PM,01/29/2019 01:16:00 PM,Manor (TX),Owner Surrender,Injured,Dog,Spayed Female,1 year,Alaskan Husky Mix,Black/White,Fran,01/29/2019 02:38:00 PM,01/29/2019 02:38:00 PM,01/29/2018,Dog,Spayed Female,1 year,Alaskan Husky Mix,Black/White,1.0
A786347,,12/22/2018 03:18:00 PM,12/22/2018 03:18:00 PM,23Rd Street And San Jacinto Circle in Austin (TX),Stray,Normal,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Black/White,,01/02/2019 12:18:00 PM,01/02/2019 12:18:00 PM,08/22/2018,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Black/White,0.0
A800051,186 G *Green Mark,07/15/2019 04:00:00 PM,07/15/2019 04:00:00 PM,309 East 21St Street in Austin (TX),Stray,Nursing,Cat,Intact Male,1 week,Domestic Shorthair,Black/White,186 G *Green Mark,07/15/2019 06:52:00 PM,07/15/2019 06:52:00 PM,07/08/2019,Cat,Intact Male,1 week,Domestic Shorthair,Black/White,0.0
A681575,Sandy,07/12/2014 03:19:00 PM,07/12/2014 03:19:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,1 month,Labrador Retriever/Blue Lacy,Tricolor,Sandy,07/13/2014 02:26:00 PM,07/13/2014 02:26:00 PM,05/13/2014,Dog,Spayed Female,1 month,Labrador Retriever/Blue Lacy,Tricolor,0.0
A688273,Dutchess,09/17/2014 10:54:00 AM,09/17/2014 10:54:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,2 months,Chihuahua Shorthair Mix,Yellow Brindle/White,Dutchess,09/20/2014 04:04:00 PM,09/20/2014 04:04:00 PM,07/17/2014,Dog,Spayed Female,2 months,Chihuahua Shorthair Mix,Yellow Brindle/White,0.0
A675083,,03/22/2014 05:51:00 PM,03/22/2014 05:51:00 PM,2113 W Wells Branch Pkwy in Travis (TX),Wildlife,Normal,Other,Unknown,1 year,Bat Mix,Brown,,03/22/2014 06:34:00 PM,03/22/2014 06:34:00 PM,03/22/2013,Other,Unknown,1 year,Bat Mix,Brown,1.0
A724187,Bandit,04/13/2016 01:08:00 PM,04/13/2016 01:08:00 PM,5508 Duval St in Austin (TX),Stray,Normal,Dog,Intact Male,10 months,Labrador Retriever Mix,Chocolate,Bandit,04/14/2016 06:15:00 PM,04/14/2016 06:15:00 PM,06/13/2015,Dog,Neutered Male,10 months,Labrador Retriever Mix,Chocolate,0.0
A787189,,01/09/2019 11:07:00 AM,01/09/2019 11:07:00 AM,9119 Burklund Farms Road in Travis (TX),Stray,Normal,Cat,Intact Female,2 years,Domestic Shorthair Mix,Blue Tabby,,01/11/2019 03:24:00 PM,01/11/2019 03:24:00 PM,01/09/2017,Cat,Intact Female,2 years,Domestic Shorthair Mix,Blue Tabby,0.0
A804351,*Jan,09/13/2019 02:52:00 PM,09/13/2019 02:52:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,1 month,Domestic Medium Hair,Blue/White,*Jan,10/16/2019 12:46:00 PM,10/16/2019 12:46:00 PM,07/29/2019,Cat,Spayed Female,2 months,Domestic Medium Hair,Blue/White,0.0
A739138,Miley,11/28/2016 03:33:00 PM,11/28/2016 03:33:00 PM,18619 Us-290 in Travis (TX),Stray,Normal,Dog,Intact Female,1 year,German Shepherd Mix,Black/Brown,Miley,12/04/2016 12:00:00 AM,12/04/2016 12:00:00 AM,11/28/2015,Dog,Spayed Female,1 year,German Shepherd Mix,Black/Brown,0.0
A626164,Salem,11/04/2013 01:02:00 PM,11/04/2013 01:02:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Black,Salem,01/30/2014 04:11:00 PM,01/30/2014 04:11:00 PM,04/16/2012,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Black,0.0
A765295,Max,01/25/2018 06:27:00 PM,01/25/2018 06:27:00 PM,Manor (TX),Owner Surrender,Normal,Dog,Neutered Male,1 year,Cairn Terrier Mix,Brown,Max,01/26/2018 06:26:00 PM,01/26/2018 06:26:00 PM,01/17/2017,Dog,Neutered Male,1 year,Cairn Terrier Mix,Brown,0.0
A717409,*Emmy,12/30/2015 11:09:00 AM,12/30/2015 11:09:00 AM,Travis (TX),Owner Surrender,Normal,Cat,Spayed Female,9 years,Domestic Medium Hair Mix,Black/White,*Emmy,12/19/2015 06:18:00 PM,12/19/2015 06:18:00 PM,12/07/2006,Cat,Spayed Female,9 years,Domestic Medium Hair Mix,Black/White,0.0
A650905,Bella,01/06/2015 02:48:00 PM,01/06/2015 02:48:00 PM,1211 Vargas in Austin (TX),Owner Surrender,Normal,Dog,Intact Female,3 years,Chow Chow Mix,Gold,Bella,01/21/2015 12:47:00 PM,01/21/2015 12:47:00 PM,04/03/2011,Dog,Intact Female,3 years,Chow Chow Mix,Gold,1.0
A718606,Jade,10/29/2016 12:01:00 PM,10/29/2016 12:01:00 PM,907 West Slaughter Lane in Austin (TX),Stray,Normal,Dog,Spayed Female,2 years,Staffordshire Mix,Chocolate/White,Jade,11/28/2016 05:30:00 AM,11/28/2016 05:30:00 AM,01/02/2014,Dog,Spayed Female,2 years,Staffordshire Mix,Chocolate/White,0.0
A761356,,11/03/2017 11:20:00 AM,11/03/2017 11:20:00 AM,5800 Techni Center in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby,,11/09/2017 02:46:00 PM,11/09/2017 02:46:00 PM,09/18/2017,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby,0.0
A798863,,07/01/2019 02:45:00 PM,07/01/2019 02:45:00 PM,3303 Vintage Hill Cove in Austin (TX),Stray,Normal,Cat,Intact Female,8 years,Domestic Medium Hair,Calico,,07/10/2019 01:40:00 PM,07/10/2019 01:40:00 PM,07/01/2011,Cat,Intact Female,8 years,Domestic Medium Hair,Calico,0.0
A805620,*Aslan,11/18/2019 10:33:00 AM,11/18/2019 10:33:00 AM,2508 Wheless Lane in Austin (TX),Stray,Injured,Cat,Neutered Male,3 years,Domestic Shorthair,Orange Tabby,*Aslan,12/08/2019 11:52:00 AM,12/08/2019 11:52:00 AM,10/10/2016,Cat,Neutered Male,3 years,Domestic Shorthair,Orange Tabby,0.0
A664001,*Albert,11/24/2013 11:25:00 AM,11/24/2013 11:25:00 AM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,6 months,Domestic Shorthair Mix,Blue Tabby,*Albert,11/27/2013 04:09:00 PM,11/27/2013 04:09:00 PM,04/27/2013,Cat,Neutered Male,7 months,Domestic Shorthair Mix,Blue Tabby,0.0
A744936,Tiny,08/03/2017 06:24:00 PM,08/03/2017 06:24:00 PM,Austin (TX),Public Assist,Normal,Dog,Intact Male,1 year,Chihuahua Shorthair Mix,Black/White,Tiny,08/13/2017 05:36:00 PM,08/13/2017 05:36:00 PM,01/09/2016,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Black/White,0.0
A805956,,10/04/2019 12:10:00 PM,10/04/2019 12:10:00 PM,5537 Loyola Lane in Austin (TX),Stray,Normal,Dog,Intact Female,5 months,Pit Bull,White,,10/08/2019 04:16:00 PM,10/08/2019 04:16:00 PM,04/19/2019,Dog,Spayed Female,5 months,Pit Bull,White,0.0
A667928,Tiny,11/25/2013 11:04:00 AM,11/25/2013 11:04:00 AM,17005 Hayride Cir in Del Valle (TX),Stray,Normal,Dog,Intact Male,4 weeks,German Shepherd/Mastiff,Tan,Tiny,12/18/2013 05:10:00 PM,12/18/2013 05:10:00 PM,10/25/2013,Dog,Neutered Male,1 month,German Shepherd/Mastiff,Tan,0.0
A696270,,02/01/2015 04:14:00 PM,02/01/2015 04:14:00 PM,1720 Wells Branch Pkwy in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Bat,Black/Brown,,02/01/2015 04:43:00 PM,02/01/2015 04:43:00 PM,02/01/2014,Other,Unknown,1 year,Bat,Black/Brown,1.0
